Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2016 09 12 09 25 56    74.6    10.9   1.303   0.3   0.1   0.0  30.5  27.5   0.0 105 105   0  34  41  26   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.09     1.4280    0.003  13.0   1.5 119.5   75.39    81.7      -1.0000       0.0000
2016 09 12 09 30 57    76.4    11.1   1.305   0.3   0.1   0.0  31.0  26.2   0.0 106 105   0  34  44  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.09     1.4292    0.003  12.8   1.5 119.5   77.20    81.7      -1.0000       0.0000
2016 09 12 09 35 57    75.5    11.3   1.303   0.3   0.1   0.0  29.7  26.2   0.0 105 105   0  36  44  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.08     1.4288    0.003  12.8   1.5 119.5   76.34    81.5      -1.0000       0.0000
2016 09 12 09 40 57    75.0    10.8   1.304   0.2   0.1   0.0  29.7  26.2   0.0 104 104   0  35  43  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.07     1.4276    0.003  13.0   1.5 119.5   75.77    81.8      -1.0000       0.0000
2016 09 12 09 45 57    74.7    10.6   1.305   0.2   0.0   0.0  30.1  24.5   0.0 105 105   0  35  48  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.07     1.4268    0.002  13.0   1.5 119.5   75.45    81.9      -1.0000       0.0000
2016 09 12 09 50 57    74.9    10.9   1.304   0.3   0.1   0.0  30.5  26.7   0.0 105 105   0  34  43  24   0  261.2   3.6  -2.0  0.0  0.0  0.0  16.07     1.4252    0.003  13.0   1.5 119.5   75.69    81.7      -1.0000       0.0000
2016 09 12 09 55 57    73.6    10.4   1.302   0.3   0.1   0.0  30.5  27.1   0.0 105 105   0  34  42  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.07     1.4248    0.003  13.2   1.5 119.5   74.33    82.0      -1.0000       0.0000
2016 09 12 10 00 57    74.9    11.0   1.302   0.3   0.1   0.0  30.1  26.7   0.0 105 105   0  35  43  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.08     1.4244    0.003  13.2   1.5 119.5   75.70    81.6      -1.0000       0.0000
2016 09 12 10 05 57    74.5    10.8   1.303   0.3   0.1   0.0  30.1  26.7   0.0 105 104   0  35  42  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.08     1.4240    0.003  13.0   1.5 119.5   75.28    81.8      -1.0000       0.0000
2016 09 12 10 10 57    72.9    10.9   1.304   0.2   0.1   0.0  30.5  26.7   0.0 105 105   0  34  43  24   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.08     1.4216    0.003  13.0   1.5 119.5   73.71    81.5      -1.0000       0.0000
2016 09 12 10 15 57    72.2    10.0   1.304   0.3   0.1   0.0  30.1  27.5   0.0 105 106   0  35  42  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.11     1.4197    0.003  13.0   1.5 119.5   72.89    82.1      -1.0000       0.0000
2016 09 12 10 20 57    74.3    11.0   1.303   0.3   0.1   0.0  30.1  27.1   0.0 106 106   0  36  43  24   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.22     1.4181    0.003  13.2   1.5 119.5   75.11    81.6      -1.0000       0.0000
2016 09 12 10 25 57    73.9    10.8   1.304   0.3   0.1   0.0  31.8  27.5   0.0 109 107   0  35  43  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.27     1.4149    0.004  13.6   1.5 119.5   74.69    81.7      -1.0000       0.0000
2016 09 12 10 30 57    73.4    10.9   1.302   0.3   0.1   0.0  31.4  28.0   0.0 108 107   0  35  42  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  16.36     1.4149    0.003  13.2   1.5 119.5   74.20    81.6      -1.0000       0.0000
2016 09 12 10 35 56    75.5    11.7   1.302   0.3   0.1   0.0  30.5  26.7   0.0 106 105   0  35  43  25   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.33     1.4153    0.003  13.0   1.5 119.5   76.40    81.2      -1.0000       0.0000
2016 09 12 10 40 56    74.6    11.3   1.300   0.3   0.1   0.0  31.4  27.1   0.0 107 107   0  34  44  24   0  261.1   3.6  -2.0  0.0  0.0  0.0  16.32     1.4102    0.003  13.8   1.5 119.5   75.45    81.4      -1.0000       0.0000
