Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2016 05 03 13 10 27   101.9    11.8   1.609   0.3   0.1   0.0  27.1  24.5   0.0 104 103   0  41  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.72     1.8590    0.004  12.6   1.5 119.5  102.58    83.4      -1.0000       0.0000
2016 05 03 13 15 27   100.8    11.7   1.609   0.3   0.1   0.0  26.7  24.5   0.0 104 103   0  42  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.73     1.8610    0.004  12.6   1.5 119.5  101.48    83.4      -1.0000       0.0000
2016 05 03 13 20 27   100.2    11.6   1.609   0.3   0.1   0.0  28.0  24.9   0.0 103 102   0  38  44  25   0  261.6   2.8  -2.0  0.0  0.0  0.0  14.73     1.8610    0.003  12.6   1.5 119.5  100.87    83.4      -1.0000       0.0000
2016 05 03 13 25 27   100.1    12.7   1.608   0.3   0.1   0.0  28.8  24.9   0.0 105 103   0  38  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.72     1.8590    0.003  12.6   1.5 120.0  100.90    82.8      -1.0000       0.0000
2016 05 03 13 30 27    99.9    11.9   1.608   0.3   0.1   0.0  27.1  25.8   0.0 103 103   0  40  43  25   0  261.6   2.8  -2.0  0.0  0.0  0.0  14.72     1.8586    0.003  12.6   1.5 119.5  100.61    83.2      -1.0000       0.0000
2016 05 03 13 35 27   100.2    12.4   1.608   0.2   0.1   0.0  28.4  25.4   0.0 104 103   0  38  44  25   0  261.6   2.8  -2.0  0.0  0.0  0.0  14.73     1.8586    0.003  12.6   1.5 119.5  100.96    82.9      -1.0000       0.0000
2016 05 03 13 40 27   101.1    12.1   1.608   0.2   0.1   0.0  27.5  25.4   0.0 103 102   0  39  43  24   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.73     1.8574    0.003  12.6   1.5 119.5  101.82    83.2      -1.0000       0.0000
2016 05 03 13 45 27   101.6    12.3   1.608   0.3   0.1   0.0  27.5  24.9   0.0 103 102   0  39  44  26   0  261.6   2.8  -2.0  0.0  0.0  0.0  14.73     1.8586    0.004  12.6   1.5 119.5  102.34    83.1      -1.0000       0.0000
2016 05 03 13 50 27   101.4    11.8   1.610   0.3   0.1   0.0  28.0  24.5   0.0 105 103   0  40  46  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.73     1.8574    0.004  12.6   1.5 119.5  102.08    83.4      -1.0000       0.0000
2016 05 03 13 55 27   101.0    11.8   1.611   0.3   0.1   0.0  28.8  25.8   0.0 104 103   0  37  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.73     1.8606    0.003  12.6   1.5 119.5  101.69    83.3      -1.0000       0.0000
2016 05 03 14 00 27   101.2    11.9   1.610   0.3   0.1   0.0  28.4  25.4   0.0 104 103   0  38  44  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.73     1.8574    0.004  12.6   1.5 119.5  101.90    83.3      -1.0000       0.0000
2016 05 03 14 05 27   101.2    12.2   1.610   0.3   0.1   0.0  28.4  24.5   0.0 104 103   0  38  46  24   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.74     1.8590    0.004  12.6   1.5 119.5  101.93    83.1      -1.0000       0.0000
2016 05 03 14 10 27    98.9    12.8   1.610   0.3   0.1   0.0  27.1  24.9   0.0 104 103   0  41  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.74     1.8582    0.004  12.6   1.5 119.5   99.72    82.6      -1.0000       0.0000
2016 05 03 14 15 27    99.1    12.5   1.608   0.3   0.1   0.0  27.5  24.1   0.0 103 103   0  39  47  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.74     1.8559    0.003  12.8   1.5 120.0   99.89    82.8      -1.0000       0.0000
2016 05 03 14 20 27   100.4    12.5   1.609   0.3   0.1   0.0  28.0  26.2   0.0 104 104   0  39  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.75     1.8563    0.003  12.8   1.5 120.0  101.18    82.9      -1.0000       0.0000
2016 05 03 14 25 27   100.1    12.3   1.608   0.3   0.1   0.0  28.0  25.4   0.0 104 103   0  39  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.76     1.8543    0.004  13.0   1.5 120.0  100.85    83.0      -1.0000       0.0000
2016 05 03 14 30 27   100.9    12.0   1.609   0.3   0.1   0.0  28.0  26.2   0.0 105 104   0  40  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.77     1.8543    0.004  12.8   1.5 120.0  101.61    83.2      -1.0000       0.0000
2016 05 03 14 35 27   101.7    11.8   1.609   0.3   0.1   0.0  27.1  25.8   0.0 104 104   0  41  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.77     1.8535    0.004  12.8   1.5 120.0  102.38    83.4      -1.0000       0.0000
2016 05 03 14 40 27   101.9    12.5   1.608   0.3   0.1   0.0  28.0  25.4   0.0 105 103   0  40  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8523    0.004  12.8   1.5 120.0  102.66    83.0      -1.0000       0.0000
2016 05 03 14 45 27   101.2    12.6   1.609   0.3   0.1   0.0  28.0  26.2   0.0 104 103   0  39  42  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8535    0.004  12.8   1.5 120.0  101.98    82.9      -1.0000       0.0000
2016 05 03 14 50 27   101.0    12.7   1.608   0.3   0.1   0.0  28.4  24.9   0.0 105 104   0  39  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8511    0.004  12.8   1.5 120.0  101.80    82.8      -1.0000       0.0000
2016 05 03 14 55 26   100.3    12.5   1.607   0.3   0.1   0.0  28.0  24.9   0.0 105 104   0  40  46  24   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.77     1.8491    0.003  12.8   1.5 120.0  101.08    82.9      -1.0000       0.0000
2016 05 03 15 00 26   102.2    12.4   1.607   0.3   0.1   0.0  28.8  25.4   0.0 105 104   0  38  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8480    0.004  12.8   1.5 120.0  102.95    83.1      -1.0000       0.0000
2016 05 03 15 05 26   102.1    12.3   1.607   0.3   0.1   0.0  28.4  25.4   0.0 105 104   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8484    0.003  13.0   1.5 120.0  102.84    83.1      -1.0000       0.0000
2016 05 03 15 10 26   100.6    11.8   1.606   0.3   0.1   0.0  29.7  25.8   0.0 106 105   0  37  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8468    0.003  13.4   1.5 120.0  101.29    83.3      -1.0000       0.0000
2016 05 03 15 15 26   101.4    11.9   1.605   0.3   0.1   0.0  28.4  25.4   0.0 105 104   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.77     1.8460    0.003  13.2   1.5 120.0  102.10    83.3      -1.0000       0.0000
2016 05 03 15 20 26   100.9    11.5   1.605   0.3   0.1   0.0  28.8  26.2   0.0 105 104   0  38  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.77     1.8432    0.003  13.0   1.5 120.0  101.55    83.5      -1.0000       0.0000
2016 05 03 15 25 26   102.1    12.0   1.605   0.3   0.1   0.0  28.8  26.2   0.0 106 105   0  39  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.78     1.8432    0.003  13.0   1.5 120.0  102.80    83.3      -1.0000       0.0000
2016 05 03 15 30 26   101.3    12.7   1.604   0.3   0.1   0.0  28.8  25.8   0.0 106 105   0  39  45  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.79     1.8436    0.003  13.4   1.5 120.0  102.09    82.9      -1.0000       0.0000
2016 05 03 15 35 26   102.1    12.1   1.605   0.3   0.1   0.0  29.7  26.2   0.0 106 105   0  37  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.79     1.8460    0.003  13.4   1.5 120.0  102.81    83.2      -1.0000       0.0000
2016 05 03 15 40 26   101.8    12.4   1.603   0.3   0.1   0.0  28.8  26.7   0.0 106 105   0  39  43  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.79     1.8420    0.004  13.4   1.5 120.0  102.55    83.1      -1.0000       0.0000
2016 05 03 15 45 26   102.0    12.2   1.602   0.3   0.1   0.0  28.0  26.2   0.0 105 105   0  40  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.79     1.8432    0.004  13.0   1.5 120.0  102.73    83.2      -1.0000       0.0000
2016 05 03 15 50 26   100.8    12.2   1.601   0.3   0.1   0.0  29.2  25.8   0.0 106 106   0  38  46  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8404    0.003  13.6   1.5 120.0  101.54    83.1      -1.0000       0.0000
2016 05 03 15 55 26   101.5    12.4   1.598   0.3   0.1   0.0  26.7  26.7   0.0 107 106   0  45  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8389    0.003  13.0   1.5 120.0  102.25    83.0      -1.0000       0.0000
2016 05 03 16 00 26   101.0    12.3   1.596   0.3   0.1   0.0  28.4  25.8   0.0 107 105   0  41  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8357    0.003  12.8   1.5 120.0  101.75    83.1      -1.0000       0.0000
2016 05 03 16 05 26   104.2    12.6   1.592   0.3   0.1   0.0  30.1  25.8   0.0 108 106   0  38  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8349    0.003  13.0   1.5 120.0  104.96    83.1      -1.0000       0.0000
2016 05 03 16 10 26   102.7    12.1   1.587   0.3   0.1   0.0  28.4  25.4   0.0 106 105   0  40  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8325    0.004  13.2   1.5 120.0  103.41    83.3      -1.0000       0.0000
2016 05 03 16 15 26   103.9    12.3   1.583   0.3   0.1   0.0  28.8  25.8   0.0 106 106   0  39  46  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8290    0.005  13.2   1.5 120.0  104.63    83.2      -1.0000       0.0000
2016 05 03 16 20 26   104.1    11.9   1.581   0.3   0.1   0.0  28.8  24.5   0.0 106 105   0  39  48  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8278    0.003  13.0   1.5 120.0  104.78    83.5      -1.0000       0.0000
2016 05 03 16 25 26   105.6    13.1   1.579   0.3   0.1   0.0  28.8  25.8   0.0 106 105   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8250    0.004  12.8   1.5 120.0  106.41    82.9      -1.0000       0.0000
2016 05 03 16 30 26   104.0    12.6   1.579   0.3   0.1   0.0  28.8  25.8   0.0 106 105   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8238    0.005  13.2   1.5 120.0  104.76    83.1      -1.0000       0.0000
2016 05 03 16 35 26   105.5    12.7   1.579   0.3   0.1   0.0  28.8  25.8   0.0 107 106   0  40  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8250    0.004  13.6   1.5 120.0  106.26    83.1      -1.0000       0.0000
2016 05 03 16 40 26   104.5    12.7   1.579   0.3   0.1   0.0  29.2  26.2   0.0 107 105   0  39  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8246    0.004  13.0   1.5 120.0  105.27    83.1      -1.0000       0.0000
2016 05 03 16 45 26   104.4    12.4   1.579   0.3   0.1   0.0  28.8  25.8   0.0 106 105   0  39  45  25   0  261.6   2.8  -2.0  0.0  0.0  0.0  14.81     1.8254    0.003  12.8   1.5 120.0  105.13    83.2      -1.0000       0.0000
2016 05 03 16 50 26   105.6    13.1   1.580   0.3   0.1   0.0  28.0  26.2   0.0 106 105   0  41  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8274    0.004  13.2   1.5 120.0  106.41    82.9      -1.0000       0.0000
2016 05 03 16 55 26   103.6    12.9   1.580   0.3   0.1   0.0  29.7  25.8   0.0 107 106   0  38  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8286    0.004  13.0   1.5 120.0  104.40    82.9      -1.0000       0.0000
2016 05 03 17 00 26    99.0    10.6   1.581   0.3   0.1   0.0  28.8  25.4   0.0 106 103   0  39  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8298    0.004  13.2   1.5 120.0   99.57    83.9      -1.0000       0.0000
2016 05 03 17 05 26   104.7    12.6   1.580   0.4   0.1   0.0  28.8  26.7   0.0 107 106   0  40  44  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8266    0.005  13.2   1.5 120.0  105.46    83.1      -1.0000       0.0000
2016 05 03 17 10 26   104.3    12.8   1.579   0.3   0.1   0.0  28.4  26.7   0.0 106 105   0  40  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8242    0.004  13.0   1.5 120.0  105.08    83.0      -1.0000       0.0000
2016 05 03 17 15 26   104.9    12.3   1.578   0.3   0.1   0.0  28.8  25.8   0.0 106 105   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.80     1.8250    0.003  12.8   1.5 120.0  105.62    83.3      -1.0000       0.0000
2016 05 03 17 20 26   103.4    12.1   1.579   0.3   0.1   0.0  28.4  25.4   0.0 106 103   0  40  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8238    0.003  12.8   1.5 120.0  104.11    83.3      -1.0000       0.0000
2016 05 03 17 25 26   105.2    13.1   1.578   0.3   0.1   0.0  28.4  25.8   0.0 106 104   0  40  44  24   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.82     1.8226    0.003  12.6   1.5 120.0  106.01    82.9      -1.0000       0.0000
2016 05 03 17 30 26   104.9    13.0   1.578   0.3   0.1   0.0  28.4  24.9   0.0 106 104   0  40  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8226    0.004  12.6   1.5 120.0  105.70    82.9      -1.0000       0.0000
2016 05 03 17 35 26   103.0    12.5   1.578   0.3   0.1   0.0  28.0  25.8   0.0 105 105   0  40  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.81     1.8211    0.003  12.6   1.5 120.0  103.76    83.1      -1.0000       0.0000
2016 05 03 17 40 26   102.8    11.6   1.579   0.3   0.1   0.0  28.4  25.4   0.0 106 105   0  40  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.83     1.8242    0.003  12.4   1.5 120.0  103.45    83.6      -1.0000       0.0000
2016 05 03 17 45 26   103.6    12.3   1.577   0.3   0.1   0.0  27.5  24.9   0.0 105 104   0  41  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.89     1.8207    0.003  12.4   1.5 120.0  104.33    83.2      -1.0000       0.0000
2016 05 03 17 50 26   101.5    12.2   1.578   0.3   0.1   0.0  28.4  25.8   0.0 106 104   0  40  44  24   0  261.5   2.8  -2.0  0.0  0.0  0.0  15.02     1.8234    0.003  12.4   1.5 120.0  102.23    83.1      -1.0000       0.0000
2016 05 03 17 55 26   100.3    12.2   1.578   0.3   0.1   0.0  28.0  24.9   0.0 105 104   0  40  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.97     1.8223    0.004  12.4   1.5 120.0  101.04    83.1      -1.0000       0.0000
2016 05 03 18 00 26    95.2    10.7   1.578   0.3   0.1   0.0  28.8  25.4   0.0 105 103   0  38  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.96     1.8246    0.004  12.4   1.5 120.0   95.80    83.6      -1.0000       0.0000
2016 05 03 18 05 26    98.2    12.1   1.580   0.3   0.1   0.0  25.8  24.9   0.0 101 104   0  41  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.90     1.8262    0.004  12.4   1.5 120.0   98.94    83.0      -1.0000       0.0000
2016 05 03 18 10 26    96.0     9.8   1.581   0.3   0.1   0.0  28.4  25.8   0.0 105 103   0  39  43  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.89     1.8187    0.043  12.4   1.5 120.0   96.50    84.2      -1.0000       0.0000
2016 05 03 18 15 26   100.0    10.4   1.581   0.3   0.1   0.0  28.8  24.9   0.0 106 104   0  39  46  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.87     1.8282    0.003  12.4   1.5 120.0  100.54    84.1      -1.0000       0.0000
2016 05 03 18 20 26    99.5    11.5   1.581   0.3   0.1   0.0  28.4  25.4   0.0 105 104   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.85     1.8262    0.004  12.4   1.5 120.0  100.16    83.4      -1.0000       0.0000
2016 05 03 18 25 26    99.4    11.5   1.580   0.3   0.1   0.0  28.4  25.4   0.0 105 104   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.84     1.8250    0.002  12.4   1.5 120.0  100.06    83.4      -1.0000       0.0000
2016 05 03 18 30 26    97.1    10.7   1.580   0.3   0.1   0.0  27.1  24.9   0.0 105 102   0  42  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.84     1.8250    0.004  12.4   1.5 120.0   97.69    83.7      -1.0000       0.0000
2016 05 03 18 35 26   102.7    12.1   1.580   0.3   0.1   0.0  27.5  25.8   0.0 105 104   0  41  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.83     1.8254    0.004  12.4   1.5 120.0  103.41    83.3      -1.0000       0.0000
2016 05 03 18 40 26   101.0    12.0   1.581   0.3   0.1   0.0  28.4  25.4   0.0 105 104   0  39  45  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.82     1.8290    0.004  12.4   1.5 120.0  101.71    83.2      -1.0000       0.0000
2016 05 03 18 45 26   101.4    12.7   1.581   0.3   0.1   0.0  28.8  25.8   0.0 105 104   0  38  44  25   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.82     1.8306    0.004  12.4   1.5 120.0  102.19    82.9      -1.0000       0.0000
2016 05 03 18 50 26    99.6    11.7   1.581   0.3   0.1   0.0  28.4  25.8   0.0 105 103   0  39  43  26   0  261.5   2.8  -2.0  0.0  0.0  0.0  14.82     1.8306    0.004  12.4   1.5 120.0  100.28    83.3      -1.0000       0.0000
