Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2016 10 06 09 05 10    76.3    12.8   0.923   0.3   0.1   0.0  37.0  31.8   0.0 124 111   0  38  37  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.11     1.1223    0.003  13.4   1.5 120.0   77.37    80.5    1482.0601    1174.1143
2016 10 06 09 10 10    77.1    13.0   0.922   0.3   0.1   0.0  37.8  31.0   0.0 124 110   0  36  38  24   0  261.2   4.0  -2.0  0.0  0.0  0.0  17.11     1.1215    0.002  12.8   1.5 120.0   78.19    80.4    1481.8400    1183.8729
2016 10 06 09 15 10    78.2    13.1   0.923   0.3   0.1   0.0  38.3  31.4   0.0 125 110   0  36  37  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.12     1.1239    0.003  12.6   1.5 120.0   79.29    80.5    1482.0601    1197.7087
2016 10 06 09 20 11    80.1    12.9   0.922   0.3   0.1   0.0  39.6  31.8   0.0 127 111   0  35  37  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  17.13     1.1254    0.004  12.8   1.5 120.0   81.13    80.9    1481.8400    1221.1218
2016 10 06 09 25 10    78.7    13.5   0.923   0.3   0.1   0.0  38.7  32.3   0.0 126 112   0  36  37  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.13     1.1247    0.004  12.8   1.5 120.0   79.85    80.3    1482.0601    1203.9178
2016 10 06 09 30 10    78.7    13.1   0.925   0.3   0.1   0.0  39.1  31.8   0.0 127 112   0  36  38  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.14     1.1270    0.003  12.8   1.5 120.0   79.78    80.5    1482.5000    1204.2753
2016 10 06 09 35 10    79.3    12.8   0.921   0.3   0.1   0.0  40.0  33.5   0.0 129 114   0  36  36  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.14     1.1239    0.004  13.4   1.5 120.0   80.33    80.8    1481.6200    1211.0092
2016 10 06 09 40 10    77.2    13.5   0.925   0.3   0.1   0.0  39.6  32.3   0.0 128 113   0  36  38  26   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.14     1.1243    0.005  13.8   1.5 120.0   78.37    80.1    1482.5000    1185.6425
2016 10 06 09 45 10    78.8    12.8   0.925   0.3   0.1   0.0  39.6  32.7   0.0 127 113   0  35  37  24   0  261.2   3.6  -2.0  0.0  0.0  0.0  17.15     1.1247    0.005  13.8   1.5 120.0   79.83    80.8    1482.5000    1205.5173
2016 10 06 09 50 10    75.5    13.3   0.927   0.3   0.1   0.0  38.3  31.8   0.0 125 112   0  36  38  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.15     1.1266    0.005  13.8   1.5 120.0   76.66    80.0    1482.9401    1164.8710
2016 10 06 09 55 10    78.6    13.1   0.926   0.3   0.1   0.0  40.0  32.7   0.0 128 113   0  35  37  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.15     1.1274    0.005  13.8   1.5 120.0   79.68    80.5    1482.7200    1203.2114
2016 10 06 10 00 10    76.3    13.0   0.926   0.3   0.1   0.0  39.6  33.1   0.0 128 114   0  36  37  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.16     1.1266    0.006  13.8   1.5 120.0   77.40    80.3    1482.7200    1174.6370
2016 10 06 10 05 10    78.1    12.9   0.923   0.3   0.1   0.0  40.0  33.5   0.0 129 114   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.17     1.1243    0.007  13.8   1.5 120.0   79.16    80.6    1482.0601    1196.4669
2016 10 06 10 10 10    77.3    13.0   0.921   0.3   0.1   0.0  38.7  32.7   0.0 127 113   0  37  37  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.18     1.1219    0.005  13.8   1.5 120.0   78.39    80.5    1481.6200    1186.1801
2016 10 06 10 15 10    78.9    12.9   0.924   0.3   0.1   0.0  39.1  33.1   0.0 127 113   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.18     1.1231    0.008  13.8   1.5 120.0   79.95    80.7    1482.2800    1206.5806
2016 10 06 10 20 10    75.8    12.8   0.925   0.3   0.1   0.0  38.7  32.7   0.0 126 112   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.20     1.1231    0.004  13.4   1.5 120.0   76.87    80.4    1482.5000    1168.2518
2016 10 06 10 25 10    77.2    12.9   0.923   0.2   0.1   0.0  39.6  32.7   0.0 128 112   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.21     1.1215    0.006  13.6   1.5 120.0   78.27    80.5    1482.0601    1185.2906
2016 10 06 10 30 10    78.1    12.7   0.923   0.3   0.1   0.0  39.1  33.1   0.0 127 113   0  36  36  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.21     1.1227    0.008  13.6   1.5 120.0   79.13    80.8    1482.0601    1196.4669
2016 10 06 10 35 10    74.0    13.5   0.926   0.3   0.1   0.0  37.4  31.8   0.0 124 111   0  37  37  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.21     1.1258    0.008  13.6   1.5 120.0   75.22    79.7    1482.7200    1146.0625
2016 10 06 10 40 10    75.6    13.3   0.928   0.3   0.1   0.0  37.8  31.8   0.0 124 111   0  36  37  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.21     1.1270    0.006  13.2   1.5 120.0   76.76    80.0    1483.1600    1166.2864
2016 10 06 10 45 10    74.8    12.7   0.927   0.3   0.1   0.0  37.8  32.3   0.0 124 111   0  36  36  24   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.22     1.1274    0.008  13.2   1.5 120.0   75.87    80.4    1482.9401    1156.1731
2016 10 06 10 50 10    76.4    12.5   0.931   0.2   0.0   0.0  38.3  32.7   0.0 125 112   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.22     1.1306    0.005  13.2   1.5 120.0   77.42    80.7    1483.8199    1176.7517
2016 10 06 10 55 10    75.2    13.3   0.932   0.3   0.1   0.0  38.3  32.7   0.0 125 112   0  36  36  24   0  261.2   3.6  -2.0  0.0  0.0  0.0  17.22     1.1318    0.006  13.8   1.5 120.0   76.37    80.0    1484.0400    1162.0046
2016 10 06 11 00 10    75.7    13.4   0.934   0.3   0.1   0.0  38.7  32.7   0.0 125 112   0  35  36  24   0  261.2   4.0  -2.0  0.0  0.0  0.0  17.22     1.1326    0.005  13.8   1.5 120.0   76.88    80.0    1484.4800    1168.5682
2016 10 06 11 05 10    74.6    13.1   0.937   0.3   0.1   0.0  38.7  32.7   0.0 125 112   0  35  36  25   0  261.2   3.6  -2.0  0.0  0.0  0.0  17.22     1.1357    0.006  13.8   1.5 120.0   75.74    80.0    1485.1400    1155.3994
2016 10 06 11 10 10    75.0    12.9   0.938   0.3   0.1   0.0  37.8  33.1   0.0 124 113   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.23     1.1373    0.008  13.8   1.5 120.0   76.10    80.2    1485.3600    1160.5490
2016 10 06 11 15 10    74.3    12.3   0.940   0.3   0.1   0.0  37.8  31.8   0.0 125 112   0  37  38  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.23     1.1389    0.006  13.8   1.5 120.0   75.31    80.6    1485.8000    1152.1781
2016 10 06 11 20 10    75.1    13.3   0.938   0.3   0.1   0.0  37.8  32.7   0.0 124 112   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.24     1.1361    0.006  13.8   1.5 120.0   76.27    80.0    1485.3600    1161.7935
2016 10 06 11 25 10    76.4    13.4   0.935   0.3   0.1   0.0  38.3  33.5   0.0 124 113   0  35  35  24   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.24     1.1330    0.005  13.8   1.5 120.0   77.57    80.1    1484.7000    1177.4496
2016 10 06 11 30 10    75.3    12.4   0.936   0.3   0.1   0.0  38.7  33.1   0.0 126 113   0  36  36  26   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.24     1.1330    0.007  13.8   1.5 120.0   76.31    80.6    1484.9200    1163.9379
2016 10 06 11 35 10    74.2    12.9   0.936   0.3   0.1   0.0  37.8  33.1   0.0 124 113   0  36  36  24   0  261.2   3.6  -2.0  0.0  0.0  0.0  17.25     1.1322    0.006  13.8   1.5 120.0   75.31    80.1    1484.9200    1150.2515
2016 10 06 11 40 10    77.0    12.7   0.937   0.3   0.1   0.0  38.7  32.7   0.0 125 112   0  35  36  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.26     1.1337    0.007  13.8   1.5 120.0   78.04    80.6    1485.1400    1185.2650
2016 10 06 11 45 10    75.5    12.9   0.939   0.3   0.1   0.0  38.7  34.0   0.0 126 113   0  36  34  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.28     1.1345    0.005  13.8   1.5 120.0   76.59    80.3    1485.5800    1166.9446
2016 10 06 11 50 10    74.0    13.7   0.942   0.3   0.1   0.0  37.0  32.3   0.0 122 112   0  36  37  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.28     1.1377    0.007  13.8   1.5 120.0   75.26    79.5    1486.2400    1148.7833
2016 10 06 11 55 10    74.4    12.9   0.940   0.3   0.1   0.0  37.8  32.7   0.0 123 112   0  35  36  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.29     1.1349    0.006  13.8   1.5 120.0   75.51    80.2    1485.8000    1153.4230
2016 10 06 12 00 10    76.3    13.0   0.940   0.2   0.1   0.0  37.8  32.7   0.0 124 112   0  36  36  24   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.31     1.1361    0.008  13.8   1.5 120.0   77.40    80.3    1485.8000    1177.0771
2016 10 06 12 05 10    75.5    12.9   0.940   0.3   0.1   0.0  37.4  32.7   0.0 123 112   0  36  36  25   0  261.3   3.6  -2.0  0.0  0.0  0.0  17.31     1.1365    0.005  13.8   1.5 120.0   76.59    80.3    1485.8000    1167.1174
2016 10 06 12 10 10    74.1    13.3   0.941   0.2   0.0   0.0  36.5  32.7   0.0 122 112   0  37  36  25   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.32     1.1353    0.007  13.8   1.5 120.0   75.28    79.8    1486.0200    1149.8584
2016 10 06 12 15 10    72.9    13.0   0.940   0.3   0.1   0.0  34.8  32.3   0.0 117 110   0  36  35  24   0  261.3   4.0  -2.0  0.0  0.0  0.0  17.33     1.1353    0.009  13.8   1.5 120.0   74.05    79.9    1485.8000    1134.7487
2016 10 06 12 20 10    75.0    13.4   0.939   0.3   0.1   0.0  37.0  31.8   0.0 122 111   0  36  37  25   0  261.1   4.0  -2.0  0.0  0.0  0.0  17.34     1.1337    0.009  13.4   1.5 119.5   76.19    79.9    1485.5800    1160.7207
