Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2019 08 27 13 42 28    30.2    -3.9   0.919   0.2   0.0   0.0  29.2  23.2   0.0 100  85   0  32  31  32   0  254.5   3.6  -2.0  0.0  0.0  0.0  14.01     0.9584    0.004  13.2   1.5 119.5   30.45    97.4      -1.0000       0.0000
2019 08 27 13 57 28    34.4    -1.4   0.930   0.2   0.0   0.0  28.8  23.2   0.0  99  85   0  32  31  30   0  254.3   2.8  -2.0  0.0  0.0  0.0  14.00     0.9623    0.002  13.2   1.5 119.5   34.43    92.3      -1.0000       0.0000
2019 08 27 14 12 28    34.6    -1.1   0.934   0.2   0.0   0.0  28.4  23.2   0.0  99  84   0  33  30  31   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.01     0.9667    0.003  13.2   1.5 119.5   34.62    91.8      -1.0000       0.0000
2019 08 27 14 27 28    33.9    -1.8   0.935   0.2   0.0   0.0  28.8  24.1   0.0 100  86   0  33  30  31   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.02     0.9671    0.003  13.2   1.5 119.5   33.95    93.0      -1.0000       0.0000
2019 08 27 14 42 28    33.8    -1.6   0.938   0.2   0.0   0.0  29.2  24.1   0.0 101  87   0  33  31  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.03     0.9714    0.003  13.2   1.5 119.5   33.84    92.7      -1.0000       0.0000
2019 08 27 14 57 28    32.4    -1.8   0.945   0.2   0.0   0.0  29.7  24.9   0.0 102  88   0  33  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.03     0.9758    0.002  13.2   1.5 119.5   32.45    93.2      -1.0000       0.0000
2019 08 27 15 12 28    32.4    -1.6   0.953   0.2   0.0   0.0  29.7  24.5   0.0 102  87   0  33  30  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.04     0.9841    0.003  13.2   1.5 119.5   32.44    92.8      -1.0000       0.0000
2019 08 27 15 27 28    30.9    -2.8   0.955   0.2   0.0   0.0  31.0  25.4   0.0 105  90   0  33  31  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     0.9865    0.003  13.2   1.5 119.5   31.03    95.2      -1.0000       0.0000
2019 08 27 15 42 28    31.3    -2.3   0.959   0.2   0.0   0.0  31.0  25.8   0.0 105  90   0  33  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.07     0.9900    0.003  13.2   1.5 119.5   31.38    94.2      -1.0000       0.0000
2019 08 27 15 57 28    31.9    -2.0   0.970   0.2   0.0   0.0  31.0  25.8   0.0 104  90   0  32  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.07     1.0007    0.003  13.2   1.5 119.5   31.96    93.6      -1.0000       0.0000
2019 08 27 16 12 28    33.0    -1.4   0.970   0.2   0.0   0.0  31.4  27.1   0.0 106  92   0  33  29  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.07     1.0047    0.003  13.2   1.5 119.5   33.03    92.4      -1.0000       0.0000
2019 08 27 16 27 28    32.0    -1.6   0.975   0.2   0.0   0.0  31.4  26.7   0.0 106  92   0  33  30  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.08     1.0098    0.003  13.2   1.5 119.5   32.04    92.9      -1.0000       0.0000
2019 08 27 16 42 28    32.0    -1.6   0.984   0.2   0.0   0.0  31.4  26.7   0.0 106  92   0  33  30  31   0  254.3   2.8  -2.0  0.0  0.0  0.0  14.07     1.0205    0.003  13.2   1.5 119.5   32.04    92.9      -1.0000       0.0000
2019 08 27 16 57 28    33.3    -1.3   0.988   0.2   0.0   0.0  31.0  26.2   0.0 105  91   0  33  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.08     1.0280    0.004  12.8   1.5 119.5   33.33    92.2      -1.0000       0.0000
2019 08 27 17 12 28    32.8    -1.5   0.990   0.2   0.0   0.0  31.0  25.8   0.0 105  91   0  33  31  31   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.07     1.0292    0.004  12.8   1.5 119.5   32.83    92.6      -1.0000       0.0000
2019 08 27 17 27 28    31.0    -2.1   0.988   0.2   0.0   0.0  31.0  25.4   0.0 104  89   0  32  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.07     1.0296    0.003  12.6   1.5 119.5   31.07    93.9      -1.0000       0.0000
2019 08 27 17 42 28    30.8    -2.1   0.989   0.2   0.0   0.0  28.8  24.1   0.0 100  86   0  33  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.06     1.0276    0.003  12.6   1.5 119.5   30.87    93.9      -1.0000       0.0000
2019 08 27 17 57 28    30.8    -2.1   0.985   0.2   0.0   0.0  28.0  22.4   0.0  97  83   0  32  31  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.06     1.0264    0.003  12.6   1.5 119.5   30.87    93.9      -1.0000       0.0000
2019 08 27 18 12 28    26.0    -4.6   0.983   0.2   0.0   0.0  28.8  24.5   0.0 100  88   0  33  31  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.06     1.0240    0.003  12.6   1.5 119.5   26.40   100.0      -1.0000       0.0000
2019 08 27 18 27 28    22.3    -2.0   0.982   0.2   0.0   0.0  27.5  23.2   0.0  98  84   0  34  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.05     1.0256    0.003  12.6   1.5 119.5   22.39    95.1      -1.0000       0.0000
2019 08 27 18 42 28    24.1    -2.1   0.979   0.2   0.0   0.0  27.1  22.8   0.0  96  84   0  33  31  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     1.0173    0.003  12.6   1.5 119.5   24.19    95.0      -1.0000       0.0000
2019 08 27 18 57 28    25.8    -2.5   0.976   0.2   0.0   0.0  28.0  22.8   0.0  97  84   0  32  31  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.05     1.0153    0.003  12.6   1.5 119.5   25.92    95.5      -1.0000       0.0000
2019 08 27 19 12 28    26.6    -2.0   0.976   0.2   0.0   0.0  27.5  22.8   0.0  97  84   0  33  31  31   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     1.0149    0.002  12.4   1.5 119.5   26.68    94.3      -1.0000       0.0000
2019 08 27 19 27 28    27.6    -2.4   0.972   0.2   0.0   0.0  27.5  23.2   0.0  97  84   0  33  30  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.05     1.0110    0.003  12.4   1.5 119.5   27.70    95.0      -1.0000       0.0000
2019 08 27 19 42 28    26.7    -3.6   0.965   0.2   0.0   0.0  27.5  23.6   0.0  97  85   0  33  30  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     1.0027    0.003  12.4   1.5 119.5   26.94    97.7      -1.0000       0.0000
2019 08 27 19 57 28    25.9    -2.9   0.964   0.2   0.0   0.0  27.5  23.6   0.0  97  85   0  33  30  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.04     0.9991    0.003  12.4   1.5 119.5   26.06    96.4      -1.0000       0.0000
2019 08 27 20 12 28    29.6    -1.4   0.959   0.2   0.0   0.0  27.5  22.8   0.0  97  84   0  33  31  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     0.9940    0.003  12.4   1.5 119.5   29.63    92.7      -1.0000       0.0000
2019 08 27 20 27 28    27.8    -2.5   0.946   0.2   0.0   0.0  27.5  22.8   0.0  97  84   0  33  31  30   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.04     0.9869    0.002  12.4   1.5 119.5   27.91    95.1      -1.0000       0.0000
2019 08 27 20 42 28    26.9    -3.9   0.945   0.2   0.0   0.0  27.5  22.4   0.0  97  84   0  33  32  31   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     0.9821    0.002  12.4   1.5 119.5   27.18    98.2      -1.0000       0.0000
2019 08 27 20 57 28    29.1    -2.6   0.943   0.2   0.0   0.0  27.5  22.8   0.0  97  84   0  33  31  30   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     0.9809    0.003  12.4   1.5 119.5   29.22    95.1      -1.0000       0.0000
2019 08 27 21 12 28    24.3    -5.6   0.939   0.2   0.0   0.0  27.1  21.9   0.0  97  83   0  34  32  31   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.05     0.9750    0.002  12.4   1.5 119.5   24.94   103.0      -1.0000       0.0000
2019 08 27 21 27 28    29.8    -2.5   0.936   0.2   0.0   0.0  27.1  23.2   0.0  96  84   0  33  30  31   0  254.1   2.8  -2.0  0.0  0.0  0.0  14.06     0.9742    0.002  12.4   1.5 119.5   29.90    94.8      -1.0000       0.0000
2019 08 27 21 42 28    29.6    -2.9   0.934   0.1   0.0   0.0  27.1  22.4   0.0  96  83   0  33  31  31   0  254.2   2.8  -2.0  0.0  0.0  0.0  14.06     0.9710    0.003  12.4   1.5 119.5   29.74    95.6      -1.0000       0.0000
