2019 09 18 11 49 01    -0.1     0.0  -1.000   0.3   0.1   0.0  18.1  25.8   0.0  75  91   0  33  31  36   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.46     1.1272    0.004  13.4   1.5  46.5    0.10   270.0      -1.0000       0.0000
2019 09 18 12 04 01     0.9     0.0  -1.000   0.2   0.0   0.0  17.2  24.1   0.0  72  88   0  32  32  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.47     1.1245    0.003  13.4   1.5  50.0    0.90    90.0      -1.0000       0.0000
2019 09 18 12 19 01    -0.2    -0.1  -1.000   0.2   0.0   0.0  17.6  24.9   0.0  74  90   0  33  32  38   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.50     1.1205    0.011  13.4   1.5  48.5    0.22   243.4      -1.0000       0.0000
2019 09 18 12 34 01    -0.2    -0.3  -1.000   0.3   0.1   0.0  18.1  25.4   0.0  75  91   0  33  32  39   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.52     1.1174    0.004  13.4   1.5  47.0    0.36   213.7      -1.0000       0.0000
2019 09 18 12 49 01     0.5     0.1  -1.000   0.3   0.1   0.0  18.1  25.4   0.0  75  91   0  33  32  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.55     1.1209    0.003  13.4   1.5  47.0    0.51    78.7      -1.0000       0.0000
2019 09 18 13 04 01    -0.1     0.0  -1.000   0.3   0.1   0.0  18.1  26.2   0.0  75  92   0  33  31  36   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.57     1.1229    0.003  13.4   1.5  47.0    0.10   270.0      -1.0000       0.0000
2019 09 18 13 19 01     0.1     0.0  -1.000   0.3   0.1   0.0  17.6  24.5   0.0  74  88   0  33  31  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.61     1.1197    0.003  13.4   1.5  48.0    0.10    90.0      -1.0000       0.0000
2019 09 18 13 34 01    -0.2    -0.1  -1.000   0.2   0.0   0.0  17.6  25.4   0.0  74  90   0  33  31  37   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.63     1.1181    0.003  13.4   1.5  48.0    0.22   243.4      -1.0000       0.0000
2019 09 18 13 49 01     0.2     0.5  -1.000   0.2   0.0   0.0  17.2  25.4   0.0  73  91   0  33  32  35   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.66     1.1158    0.003  13.4   1.5  50.0    0.54    21.8      -1.0000       0.0000
2019 09 18 14 04 01     0.8     0.6  -1.000   0.2   0.0   0.0  17.2  25.8   0.0  73  91   0  33  31  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.68     1.1158    0.004  13.4   1.5  49.5    1.00    53.1      -1.0000       0.0000
2019 09 18 14 19 01     0.5     0.6  -1.000   0.2   0.0   0.0  17.6  24.5   0.0  74  90   0  33  33  38   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.70     1.1193    0.003  13.2   1.5  49.5    0.78    39.8      -1.0000       0.0000
2019 09 18 14 34 01    -0.1     0.3  -1.000   0.2   0.0   0.0  17.2  25.4   0.0  73  91   0  33  32  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.72     1.1154    0.011  13.2   1.5  50.0    0.32   341.6      -1.0000       0.0000
2019 09 18 14 49 01    -0.1     0.0  -1.000   0.2   0.0   0.0  17.2  24.9   0.0  73  89   0  33  31  38   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.74     1.1205    0.006  13.2   1.5  49.5    0.10   270.0      -1.0000       0.0000
2019 09 18 15 04 01    -0.5    -0.1  -1.000   0.2   0.0   0.0  17.2  23.6   0.0  73  89   0  33  34  38   0  265.4 -10.0 -24.0  0.0  0.0  0.0  16.77     1.1253    0.003  13.2   1.5  50.5    0.51   258.7      -1.0000       0.0000
2019 09 18 15 19 01    -0.4     0.1  -1.000   0.2   0.0   0.0  17.2  24.9   0.0  73  90   0  33  32  37   0  265.4 -10.0 -24.0  0.0  0.0  0.0  16.79     1.1316    0.003  13.2   1.5  49.0    0.41   284.0      -1.0000       0.0000
2019 09 18 15 34 01    -0.5     0.0  -1.000   0.2   0.0   0.0  17.6  25.4   0.0  75  91   0  34  32  36   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.80     1.1399    0.003  13.2   1.5  48.0    0.50   270.0      -1.0000       0.0000
2019 09 18 15 49 01    -0.7    -0.3  -1.000   0.2   0.0   0.0  17.6  24.5   0.0  73  88   0  32  31  38   0  265.4 -10.0 -24.0  0.0  0.0  0.0  16.82     1.1466    0.003  13.2   1.5  49.5    0.76   246.8      -1.0000       0.0000
2019 09 18 16 04 01    -1.1    -0.2  -1.000   0.2   0.0   0.0  17.6  24.9   0.0  75  90   0  34  32  37   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.84     1.1514    0.003  12.8   1.5  47.0    1.12   259.7      -1.0000       0.0000
2019 09 18 16 19 01    -0.5    -0.2  -1.000   0.2   0.0   0.0  18.1  25.4   0.0  76  91   0  34  32  38   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.85     1.1526    0.002  12.8   1.5  46.0    0.54   248.2      -1.0000       0.0000
2019 09 18 16 34 01     0.8     0.3  -1.000   0.2   0.0   0.0  17.6  25.4   0.0  73  90   0  32  31  37   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.87     1.1478    0.003  12.8   1.5  50.0    0.85    69.4      -1.0000       0.0000
2019 09 18 16 49 01     0.9     0.4  -1.000   0.2   0.0   0.0  17.6  26.2   0.0  75  92   0  34  31  37   0  265.5 -10.0 -24.0  0.0  0.0  0.0  16.88     1.1446    0.004  12.8   1.5  47.0    0.98    66.0      -1.0000       0.0000
2019 09 18 17 04 01     0.5     0.2  -1.000   0.2   0.0   0.0  17.2  25.4   0.0  73  90   0  33  31  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.89     1.1514    0.003  12.8   1.5  48.0    0.54    68.2      -1.0000       0.0000
2019 09 18 17 19 01     0.5     0.2  -1.000   0.2   0.0   0.0  17.2  24.9   0.0  73  91   0  33  33  37   0  265.6 -10.0 -24.0  0.0  0.0  0.0  16.90     1.1537    0.002  12.8   1.5  48.0    0.54    68.2      -1.0000       0.0000
